StudyHours,Attendance,PreviousScore,AssignmentScore,WritingSkills,ReadingSkills,ComputerSkills,PercentScore,Grade,Pass/Fail
1.7,90.7,76.7,98.0,10,6,9,74.74,B+,Pass
4.8,65.9,89.0,49.8,1,1,6,63.51,B,Pass
4.1,98.1,83.3,65.3,8,1,4,69.83,B,Pass
1.5,96.2,44.2,51.7,9,1,5,49.42,F,Fail
1.4,91.2,61.8,46.5,8,6,2,53.14,C,Pass
4.5,60.6,35.9,27.2,8,6,3,54.12,C,Pass
1.4,86.4,88.6,38.5,7,7,1,57.16,C,Pass
5.1,90.9,69.2,96.8,4,10,1,76.31,B+,Pass
4.5,68.2,93.9,24.8,6,1,5,64.02,B,Pass
1.4,57.0,41.8,67.0,1,7,1,40.8,F,Fail
1.4,63.5,94.6,91.2,7,6,10,72.28,B+,Pass
5.9,79.3,92.1,23.1,5,10,9,82.02,A,Pass
2.9,62.6,41.3,46.7,4,7,10,56.19,C,Pass
2.9,83.1,83.4,40.5,5,6,5,62.84,B,Pass
5.1,69.6,62.9,34.3,9,9,6,72.23,B+,Pass
5.7,61.3,48.5,40.5,8,5,7,67.13,B,Pass
5.9,80.7,94.5,97.9,8,3,5,85.98,A,Pass
4.8,53.7,85.7,48.2,9,3,2,67.23,B,Pass
2.9,81.2,41.5,91.8,1,8,4,56.86,C,Pass
1.4,98.7,96.6,26.6,8,8,8,67.61,B,Pass
4.9,85.6,67.0,52.4,3,1,8,64.77,B,Pass
3.8,66.4,68.4,87.7,6,1,6,65.1,B,Pass
3.1,95.1,76.9,98.1,1,6,5,67.85,B,Pass
5.5,76.4,59.4,42.7,5,4,2,61.9,B,Pass
1.6,76.4,55.9,49.1,10,6,4,55.38,C,Pass
3.5,68.9,83.2,79.2,8,1,8,70.57,B+,Pass
1.1,52.6,64.4,74.0,7,1,1,45.86,F,Fail
3.3,63.5,70.5,42.1,3,9,6,61.49,B,Pass
1.3,90.9,55.0,48.5,10,8,2,55.32,C,Pass
1.6,63.0,71.5,39.6,6,10,6,58.52,C,Pass
1.6,70.6,76.2,60.6,2,3,5,51.6,C,Pass
4.2,81.7,47.5,62.1,4,10,3,63.16,B,Pass
4.7,64.1,94.5,64.2,4,4,2,68.46,B,Pass
3.9,90.6,65.8,76.5,9,2,6,69.59,B,Pass
5.8,94.9,55.9,58.7,5,2,10,72.47,B+,Pass
2.9,53.1,78.8,20.7,9,8,1,57.72,C,Pass
2.4,78.7,95.8,46.8,1,10,2,61.44,B,Pass
5.3,67.5,68.1,72.4,1,1,8,65.83,B,Pass
2.1,77.7,53.2,34.9,3,6,1,44.7,F,Fail
5.8,77.3,76.4,63.3,1,2,2,64.53,B,Pass
1.1,50.5,94.5,26.4,3,7,1,48.04,F,Fail
5.8,82.4,42.6,63.5,5,5,9,70.61,B+,Pass
1.2,60.8,67.4,79.0,10,8,1,58.58,C,Pass
5.5,78.0,45.5,59.1,8,1,4,63.04,B,Pass
3.6,94.8,67.3,98.8,4,5,7,71.53,B+,Pass
6.0,59.6,84.4,90.5,5,4,10,83.64,A,Pass
1.4,63.5,86.2,46.7,8,3,3,54.5,C,Pass
3.8,53.2,32.5,45.5,4,1,10,50.47,C,Pass
5.8,74.6,51.1,88.7,6,2,6,70.74,B+,Pass
3.6,93.5,44.3,51.7,5,3,4,54.58,C,Pass
4.1,77.2,50.2,23.1,6,9,6,61.14,B,Pass
4.5,67.6,62.4,51.2,4,7,1,60.04,B,Pass
3.3,95.3,34.9,24.8,9,5,2,51.18,C,Pass
4.1,76.6,64.4,23.0,8,8,5,64.61,B,Pass
3.9,98.7,81.3,54.4,7,1,6,67.96,B,Pass
5.5,87.5,64.8,79.7,1,6,2,67.9,B,Pass
1.2,95.6,75.6,96.0,7,8,4,66.66,B,Pass
2.4,82.4,84.4,94.5,10,5,3,71.11,B+,Pass
5.8,99.5,95.2,96.5,4,3,5,83.42,A,Pass
5.5,76.3,89.0,24.2,6,5,8,74.51,B+,Pass
3.3,82.0,89.4,45.9,5,10,4,69.63,B,Pass
4.1,56.7,51.8,43.0,5,10,6,62.47,B,Pass
2.4,96.8,55.0,31.4,1,6,1,45.74,F,Fail
1.9,66.7,50.1,85.5,5,10,10,64.62,B,Pass
3.3,83.3,89.8,54.4,8,5,5,70.14,B+,Pass
2.8,68.0,57.0,65.3,2,9,10,63.04,B,Pass
3.9,94.3,30.6,43.2,2,1,9,51.16,C,Pass
1.4,55.5,36.4,75.1,8,5,1,45.52,F,Fail
5.9,95.1,38.8,86.5,2,7,1,65.78,B,Pass
5.9,81.3,34.1,74.0,9,6,8,74.36,B+,Pass
4.5,97.8,71.1,73.8,2,1,2,61.62,B,Pass
3.7,75.2,35.6,84.0,5,8,4,60.82,B,Pass
2.5,74.7,75.7,98.0,3,1,10,65.1,B,Pass
5.1,67.9,47.5,50.3,10,10,10,76.61,B+,Pass
4.4,66.5,84.4,56.5,10,4,5,72.82,B+,Pass
1.8,56.2,73.2,58.9,10,4,8,61.96,B,Pass
5.6,66.4,93.0,33.7,8,7,1,73.34,B+,Pass
5.1,80.5,62.5,78.5,7,1,10,73.85,B+,Pass
5.7,54.2,57.4,78.7,9,5,1,69.38,B,Pass
4.6,59.3,53.0,31.4,3,4,8,57.29,C,Pass
4.1,93.0,42.7,42.0,4,9,3,58.68,C,Pass
3.1,54.6,53.3,32.7,8,4,2,50.09,C,Pass
5.7,62.1,30.6,70.1,7,7,3,64.18,B,Pass
5.3,50.2,93.8,66.2,10,7,9,85.6,A,Pass
1.2,85.9,98.2,68.5,4,5,3,60.22,B,Pass
1.1,92.5,93.1,80.8,1,9,1,60.04,B,Pass
2.9,94.0,34.9,88.9,3,7,9,62.06,B,Pass
5.1,95.0,39.9,68.7,7,1,5,63.18,B,Pass
5.9,70.2,87.9,37.8,7,6,4,75.26,B+,Pass
1.8,78.0,64.9,90.5,7,3,3,57.8,C,Pass
4.0,83.9,34.1,92.6,2,6,4,58.8,C,Pass
2.9,95.7,52.7,90.0,1,9,9,66.84,B,Pass
5.8,89.8,55.5,84.4,6,6,6,76.72,B+,Pass
5.2,74.5,74.9,39.3,10,10,7,79.87,B+,Pass
5.2,75.5,34.5,64.0,9,9,5,69.58,B,Pass
3.3,66.8,93.2,20.6,9,1,1,57.27,C,Pass
3.1,50.6,36.2,70.0,9,1,7,54.01,C,Pass
2.4,57.2,56.6,54.4,1,6,10,54.63,C,Pass
1.3,66.6,32.7,35.1,5,6,7,43.3,F,Fail
5.3,80.3,71.7,84.6,7,1,7,74.84,B+,Pass
5.1,85.7,92.9,77.0,1,7,6,77.74,B+,Pass
6.0,94.6,91.3,94.8,9,6,5,90.5,A+,Pass
6.0,77.7,61.9,55.7,1,1,1,58.6,C,Pass
3.8,69.7,45.0,80.1,4,9,3,61.44,B,Pass
4.8,84.6,44.4,23.7,9,8,9,68.32,B,Pass
5.7,69.6,39.6,46.2,4,1,7,58.59,C,Pass
5.2,55.4,68.8,61.9,9,6,1,68.82,B,Pass
2.2,50.2,44.2,51.7,6,3,8,49.62,F,Fail
3.3,85.4,62.7,77.9,7,1,8,65.1,B,Pass
1.6,95.0,98.1,22.9,3,4,5,55.86,C,Pass
5.8,83.9,39.3,27.9,9,10,7,71.6,B+,Pass
4.0,51.4,53.4,29.3,3,7,4,52.89,C,Pass
2.1,61.0,84.2,55.2,4,4,6,57.83,C,Pass
4.4,97.3,57.7,70.5,4,2,10,68.33,B,Pass
4.1,85.5,69.5,89.1,9,5,10,79.69,B+,Pass
2.8,86.9,32.3,58.1,5,1,1,43.68,F,Fail
1.6,90.3,37.2,38.7,2,9,8,49.54,F,Fail
4.4,95.6,68.1,97.7,7,10,8,83.84,A,Pass
3.6,72.0,34.5,91.3,5,3,5,56.92,C,Pass
4.9,71.5,90.7,66.7,3,10,7,79.43,B+,Pass
3.6,51.2,89.1,83.1,4,5,1,64.26,B,Pass
5.3,96.9,30.1,81.8,6,5,1,62.68,B,Pass
3.8,56.5,34.5,35.5,10,9,10,63.8,B,Pass
3.8,72.5,84.9,43.2,1,9,1,61.16,B,Pass
5.4,80.0,78.9,31.0,5,10,2,70.97,B+,Pass
3.0,99.7,36.0,49.7,8,3,5,54.42,C,Pass
1.7,70.0,44.5,87.0,1,2,4,44.98,F,Fail
1.1,83.4,48.9,99.8,5,5,2,51.94,C,Pass
4.8,97.6,69.7,31.6,8,5,6,70.12,B+,Pass
4.1,78.6,51.9,35.6,10,1,2,55.58,C,Pass
4.5,76.7,45.3,93.2,4,10,6,70.98,B+,Pass
2.1,78.7,51.0,31.1,1,1,8,43.68,F,Fail
1.7,90.9,98.1,86.1,9,9,9,80.33,A,Pass
1.1,52.1,56.7,61.0,5,9,5,51.94,C,Pass
2.8,88.0,80.3,33.5,4,4,10,63.1,B,Pass
3.9,58.6,59.8,50.1,7,2,5,57.92,C,Pass
3.0,88.4,36.3,74.8,9,2,3,55.14,C,Pass
3.2,90.0,38.4,47.3,1,3,6,48.5,F,Fail
5.5,81.3,61.3,96.2,7,9,7,82.88,A,Pass
2.7,72.0,87.5,33.7,5,7,7,63.93,B,Pass
3.6,86.6,48.6,56.3,4,5,1,53.66,C,Pass
4.9,51.0,67.8,77.5,10,1,7,71.28,B+,Pass
3.0,82.4,75.5,75.2,8,9,2,69.4,B,Pass
4.1,61.6,95.4,61.9,5,1,3,64.69,B,Pass
5.3,83.0,62.5,88.4,7,10,10,85.38,A,Pass
5.7,56.9,53.4,94.9,7,1,4,68.08,B,Pass
1.7,59.0,72.2,76.5,5,4,1,52.22,C,Pass
5.6,72.6,50.8,46.6,6,6,10,71.35,B+,Pass
3.5,76.5,56.5,98.9,3,3,8,64.61,B,Pass
2.3,70.8,58.2,54.7,7,8,10,64.04,B,Pass
3.3,80.6,59.6,41.4,5,6,8,61.37,B,Pass
5.9,52.7,39.5,42.0,7,8,4,64.04,B,Pass
3.5,59.7,37.4,40.5,1,8,7,51.4,C,Pass
2.6,50.2,58.9,29.9,4,9,8,55.63,C,Pass
4.2,78.3,35.5,27.2,1,10,2,50.58,C,Pass
2.2,84.5,61.8,52.9,1,10,10,61.64,B,Pass
1.4,74.2,96.2,71.4,1,5,9,62.78,B,Pass
1.6,73.1,70.8,34.9,10,3,6,55.64,C,Pass
1.6,71.3,30.8,64.3,5,1,3,39.88,F,Fail
1.8,66.8,64.3,57.7,8,9,4,59.61,C,Pass
1.7,79.4,37.7,88.8,5,4,5,51.48,C,Pass
4.2,50.3,62.7,65.9,1,6,8,62.39,B,Pass
1.9,79.8,98.2,35.1,7,10,6,68.4,B,Pass
2.7,74.5,96.3,24.6,7,5,8,66.02,B,Pass
5.5,81.3,59.7,70.6,10,7,1,73.65,B+,Pass
3.4,92.7,94.6,100.0,5,9,10,85.52,A,Pass
4.3,91.4,34.5,25.7,1,6,3,48.82,F,Fail
1.9,90.4,40.8,66.2,1,7,7,51.77,C,Pass
2.0,70.6,43.4,79.8,8,9,8,62.88,B,Pass
1.2,69.5,33.8,41.3,10,10,5,51.4,C,Pass
1.8,60.3,73.0,77.7,3,1,8,55.14,C,Pass
2.4,51.6,70.7,38.6,8,7,9,62.22,B,Pass
1.9,75.3,70.7,32.4,7,2,1,47.66,F,Fail
1.4,98.7,48.4,44.8,7,1,9,51.29,C,Pass
1.6,87.6,75.8,64.0,3,8,1,55.71,C,Pass
3.3,77.4,33.4,94.5,10,9,8,70.46,B+,Pass
2.0,64.9,46.0,75.4,8,5,9,59.3,C,Pass
2.8,56.1,96.4,84.8,10,4,6,73.63,B+,Pass
3.5,63.2,31.0,48.5,6,7,8,56.34,C,Pass
4.5,76.7,38.8,63.4,5,2,3,54.88,C,Pass
1.2,81.2,97.9,90.7,2,10,10,73.0,B+,Pass
5.0,68.3,86.5,81.3,10,7,8,85.65,A,Pass
4.1,55.2,80.0,62.0,5,10,9,75.22,B+,Pass
1.4,63.1,96.9,69.4,6,3,7,62.54,B,Pass
5.4,62.9,42.4,69.5,9,6,2,65.91,B,Pass
5.6,76.8,62.4,54.8,7,8,2,70.9,B+,Pass
1.3,55.2,42.2,41.5,5,6,1,39.5,F,Fail
2.4,64.4,81.9,29.0,4,4,1,49.86,F,Fail
5.0,67.2,89.5,37.4,6,8,4,72.7,B+,Pass
4.7,76.4,90.3,88.6,4,4,2,72.31,B+,Pass
1.9,64.9,60.0,62.8,6,10,2,56.51,C,Pass
2.0,57.5,85.3,26.5,3,1,7,50.05,C,Pass
2.9,51.3,97.0,45.2,9,5,1,62.76,B,Pass
3.4,58.7,73.3,53.7,3,8,3,59.85,C,Pass
4.1,91.2,89.7,30.7,4,4,1,61.55,B,Pass
2.8,67.5,84.3,53.8,4,3,2,56.1,C,Pass
3.3,76.9,52.3,37.8,10,1,1,51.64,C,Pass
4.7,74.5,93.9,38.3,7,1,2,65.47,B,Pass
1.2,63.8,89.1,74.2,10,4,9,67.59,B,Pass
2.3,92.2,46.8,56.9,8,7,4,57.66,C,Pass
4.6,96.9,35.2,65.1,6,8,10,70.66,B+,Pass
5.5,60.6,65.7,58.3,2,10,5,70.23,B+,Pass
3.6,90.4,44.1,86.8,2,6,5,60.48,B,Pass
3.7,87.8,64.5,91.7,8,4,9,74.46,B+,Pass
1.5,91.9,91.3,41.6,9,4,9,66.26,B,Pass
3.2,70.4,35.0,77.2,5,2,9,56.17,C,Pass
3.7,84.3,40.1,23.5,10,1,10,57.78,C,Pass
2.2,59.5,42.0,48.5,8,9,4,53.52,C,Pass
2.3,98.4,88.7,38.4,4,3,7,60.98,B,Pass
2.9,86.1,36.1,90.5,4,8,4,58.81,C,Pass
1.1,53.8,51.8,83.0,7,9,5,56.18,C,Pass
2.6,93.9,32.7,30.3,6,1,3,42.51,F,Fail
2.1,98.0,84.1,37.9,9,4,9,66.91,B,Pass
2.6,66.7,74.9,88.0,3,3,8,63.0,B,Pass
1.6,76.9,42.9,66.5,4,2,5,45.79,F,Fail
5.5,99.6,46.1,29.8,7,3,2,59.96,C,Pass
4.0,72.5,38.3,26.1,1,8,5,50.74,C,Pass
4.4,83.3,65.9,84.9,9,8,3,75.14,B+,Pass
4.9,72.6,36.9,26.0,3,7,5,54.98,C,Pass
3.5,53.8,41.7,53.1,3,7,10,57.77,C,Pass
1.4,75.5,64.8,97.3,10,8,7,68.94,B,Pass
3.7,91.3,81.4,97.6,7,7,10,82.92,A,Pass
3.9,52.1,49.7,22.4,9,9,9,63.6,B,Pass
4.7,72.0,45.6,20.1,9,8,6,63.42,B,Pass
3.2,91.1,82.8,98.7,4,4,3,68.41,B,Pass
1.6,67.7,47.7,56.5,10,1,7,51.57,C,Pass
2.4,98.9,78.4,59.6,7,9,4,68.03,B,Pass
2.8,69.2,66.1,99.1,10,1,7,67.51,B,Pass
4.2,89.2,65.4,69.9,6,10,7,75.56,B+,Pass
3.9,62.3,63.8,60.6,5,4,4,59.87,C,Pass
2.8,66.6,35.6,76.7,7,5,8,58.26,C,Pass
5.9,86.1,97.6,71.0,10,1,4,82.26,A,Pass
4.0,52.9,62.7,54.7,2,2,2,51.17,C,Pass
2.2,54.7,59.4,68.8,9,9,1,58.44,C,Pass
1.5,63.3,36.6,28.9,8,2,10,45.82,F,Fail
1.8,62.5,58.9,94.3,9,3,2,56.32,C,Pass
2.2,53.3,82.2,23.7,8,3,6,55.24,C,Pass
1.8,98.6,44.5,31.8,2,7,10,51.96,C,Pass
1.9,64.7,77.0,33.7,4,3,4,49.38,F,Fail
2.4,86.1,82.4,85.4,6,10,4,71.62,B+,Pass
1.9,69.7,73.6,69.4,4,5,2,54.38,C,Pass
5.5,99.5,98.3,20.8,3,10,6,78.65,B+,Pass
1.4,57.0,60.7,97.1,5,3,7,56.04,C,Pass
3.6,68.7,51.5,96.4,9,8,2,67.6,B,Pass
3.1,71.6,32.4,81.6,10,8,7,64.9,B,Pass
5.9,85.9,47.3,22.9,8,3,2,60.45,B,Pass
1.6,74.8,79.3,35.5,3,1,7,50.03,C,Pass
3.0,87.5,51.4,71.4,9,10,10,73.31,B+,Pass
5.8,92.1,51.6,80.7,7,7,10,81.41,A,Pass
5.3,64.5,79.6,87.5,6,9,10,85.68,A,Pass
5.1,90.2,70.5,97.2,10,7,10,88.62,A,Pass
2.3,74.6,60.2,65.9,7,6,9,63.6,B,Pass
1.9,53.8,34.2,51.4,3,10,6,48.24,F,Fail
4.3,64.9,39.4,44.4,10,6,3,59.2,C,Pass
5.6,90.1,61.8,47.9,4,8,9,75.04,B+,Pass
3.8,69.4,71.2,92.5,6,7,1,67.82,B,Pass
3.9,54.7,57.8,53.9,5,9,10,67.6,B,Pass
2.4,81.9,46.6,89.6,9,10,3,64.88,B,Pass
4.8,92.5,89.0,55.2,10,7,3,78.98,B+,Pass
1.9,56.6,80.3,87.8,9,10,7,72.5,B+,Pass
2.6,77.2,93.2,70.7,1,3,1,57.03,C,Pass
3.1,60.4,94.2,24.4,5,8,6,64.65,B,Pass
3.5,66.9,75.9,85.9,3,8,8,71.55,B+,Pass
2.2,70.7,57.6,33.3,8,10,9,62.26,B,Pass
1.6,50.3,63.3,84.7,7,5,3,54.96,C,Pass
4.1,67.8,34.5,86.5,9,1,9,63.78,B,Pass
2.4,65.5,38.1,43.8,1,5,8,46.24,F,Fail
3.9,83.4,48.3,99.6,6,10,3,69.96,B,Pass
1.8,94.0,41.7,60.9,2,2,4,44.16,F,Fail
3.4,55.3,38.2,32.8,5,6,2,46.6,F,Fail
3.7,74.1,61.6,75.6,4,7,5,64.95,B,Pass
1.3,63.8,67.8,42.2,8,6,5,53.86,C,Pass
2.7,99.4,87.4,31.5,3,6,6,62.32,B,Pass
1.7,89.0,65.9,85.3,6,9,8,67.97,B,Pass
1.3,55.9,63.2,83.6,3,3,10,55.13,C,Pass
5.9,68.4,52.5,22.5,7,8,5,66.94,B,Pass
2.6,55.6,86.3,44.6,4,6,1,55.22,C,Pass
5.0,89.4,76.9,97.9,9,8,6,85.85,A,Pass
2.3,74.4,42.6,73.8,7,4,10,59.36,C,Pass
4.4,82.4,67.2,82.4,1,3,3,62.0,B,Pass
4.8,78.7,41.1,57.7,6,9,7,68.0,B,Pass
4.0,59.1,79.5,61.8,5,7,2,65.05,B,Pass
3.4,50.6,51.7,21.2,5,8,1,48.76,F,Fail
3.1,93.5,66.8,79.1,2,10,4,66.32,B,Pass
2.7,54.6,31.2,37.7,2,7,1,39.72,F,Fail
5.6,89.6,90.1,76.8,5,8,4,82.4,A,Pass
5.2,59.6,57.7,89.4,2,7,8,71.6,B+,Pass
5.8,92.6,31.2,73.8,7,5,1,64.33,B,Pass
1.6,79.7,35.1,70.7,6,6,7,52.75,C,Pass
4.7,70.0,86.4,77.1,4,1,6,69.96,B,Pass
5.7,82.9,85.0,48.2,8,1,7,75.57,B+,Pass
1.9,63.7,39.3,33.4,8,4,6,46.8,F,Fail
1.3,70.9,80.2,61.1,2,9,1,53.5,C,Pass
4.7,91.2,68.2,36.9,8,2,2,62.5,B,Pass
3.9,50.4,83.1,42.0,9,2,4,62.72,B,Pass
5.2,61.7,48.8,99.9,8,7,10,79.16,B+,Pass
1.7,87.1,35.0,37.7,6,5,9,49.92,F,Fail
5.0,86.0,40.2,51.8,6,3,6,61.42,B,Pass
2.0,58.2,95.4,85.2,3,6,10,69.45,B,Pass
1.8,99.1,46.3,50.8,10,8,10,64.31,B,Pass
1.8,83.8,96.8,76.1,1,4,3,59.2,C,Pass
5.1,68.6,63.5,64.4,2,4,2,60.8,B,Pass
4.3,67.5,61.4,43.1,1,4,9,59.76,C,Pass
3.6,76.1,97.8,62.4,2,3,5,65.82,B,Pass
2.8,51.8,44.5,94.9,1,7,2,51.74,C,Pass
5.4,85.7,79.8,27.3,7,6,4,71.22,B+,Pass
3.0,53.4,38.7,53.0,9,8,2,53.96,C,Pass
5.1,82.7,90.9,90.1,8,4,3,79.91,B+,Pass
3.2,90.1,33.0,25.2,1,3,10,47.84,F,Fail
2.9,95.3,83.9,49.8,7,3,9,68.58,B,Pass
3.3,57.4,47.5,98.1,8,4,7,64.53,B,Pass
2.5,87.3,71.8,36.2,8,7,1,58.11,C,Pass
4.7,99.2,89.8,97.0,7,6,5,83.72,A,Pass
3.5,53.4,81.6,74.3,9,5,2,66.88,B,Pass
2.2,51.4,97.1,30.7,3,10,2,57.82,C,Pass
5.5,60.6,89.7,41.2,8,10,10,84.66,A,Pass
2.9,60.3,59.1,94.4,3,4,1,54.56,C,Pass
3.7,66.0,56.2,54.5,2,4,10,59.62,C,Pass
5.5,96.2,83.4,84.0,6,6,2,79.07,B+,Pass
4.1,84.2,50.4,37.2,8,3,2,56.0,C,Pass
1.6,50.5,55.5,51.5,7,8,10,58.05,C,Pass
5.7,74.8,89.2,93.2,9,2,8,85.56,A,Pass
4.1,93.8,39.4,25.9,6,10,4,59.52,C,Pass
2.7,76.7,31.5,86.3,10,2,2,53.29,C,Pass
1.7,59.7,96.7,90.9,5,7,1,63.58,B,Pass
5.0,97.7,45.1,32.0,6,6,7,64.84,B,Pass
4.1,65.4,40.3,42.5,9,3,5,56.39,C,Pass
3.7,67.5,71.2,99.0,7,7,4,72.2,B+,Pass
5.5,67.8,92.6,73.9,5,9,3,80.02,A,Pass
4.9,69.7,57.6,67.6,8,2,4,65.11,B,Pass
1.8,85.4,78.2,52.0,5,10,8,66.09,B,Pass
2.6,65.7,74.0,62.1,4,8,4,60.78,B,Pass
2.2,73.3,58.8,73.3,8,2,7,58.82,C,Pass
4.7,63.2,36.2,76.8,9,9,5,68.69,B,Pass
1.2,75.4,94.9,99.2,9,5,1,65.94,B,Pass
3.8,97.4,98.5,86.7,10,5,10,87.57,A,Pass
4.8,64.5,68.2,90.9,10,2,5,73.34,B+,Pass
5.4,90.8,38.4,42.4,9,1,7,63.64,B,Pass
2.7,60.9,79.7,40.1,2,5,9,58.83,C,Pass
5.1,57.2,34.6,52.1,1,2,7,52.58,C,Pass
1.6,54.6,71.5,43.5,3,2,6,47.26,F,Fail
5.2,99.0,64.2,46.9,8,7,1,69.78,B,Pass
1.6,78.5,33.6,71.1,10,9,8,60.32,B,Pass
3.0,75.7,40.8,71.6,1,3,9,53.51,C,Pass
5.0,50.4,39.7,61.6,7,7,1,59.21,C,Pass
1.7,74.2,79.7,69.9,10,7,9,70.63,B+,Pass
2.1,83.1,83.4,92.1,10,5,3,69.38,B,Pass
4.6,70.5,36.9,56.1,4,1,8,56.09,C,Pass
4.6,56.4,54.5,67.3,1,9,9,66.76,B,Pass
4.2,63.4,39.0,58.2,3,5,4,53.62,C,Pass
4.5,85.7,94.2,37.0,8,8,6,77.67,B+,Pass
3.7,73.8,34.1,94.8,1,3,6,54.92,C,Pass
2.3,74.0,58.2,45.5,10,1,7,55.98,C,Pass
2.7,51.9,46.8,33.1,8,2,5,47.66,F,Fail
1.9,76.5,95.5,77.8,9,7,6,72.8,B+,Pass
5.5,71.2,91.4,58.9,8,5,10,83.8,A,Pass
3.9,94.0,55.0,75.2,10,2,4,66.03,B,Pass
3.0,69.0,60.4,43.6,9,10,7,66.54,B,Pass
3.3,80.5,36.4,95.4,4,8,6,62.66,B,Pass
5.7,96.8,57.8,93.4,1,1,5,67.94,B,Pass
1.8,78.3,68.7,79.5,2,8,3,57.13,C,Pass
3.9,51.5,56.0,59.0,2,3,6,54.6,C,Pass
3.5,55.1,35.9,39.0,1,4,1,40.34,F,Fail
4.1,98.3,44.9,92.6,5,7,9,72.34,B+,Pass
1.1,77.6,48.8,44.2,6,9,7,52.99,C,Pass
5.4,59.5,83.9,88.2,9,7,3,80.76,A,Pass
5.7,78.4,44.2,62.5,9,6,2,68.06,B,Pass
3.8,97.9,78.4,46.8,10,10,8,79.61,B+,Pass
4.5,52.2,52.0,66.0,8,6,3,63.12,B,Pass
5.6,76.4,37.8,54.6,8,2,9,66.68,B,Pass
4.5,56.8,65.1,47.3,1,4,7,59.05,C,Pass
1.8,72.3,87.8,88.6,5,10,3,67.67,B,Pass
3.9,82.7,51.3,24.0,2,6,3,51.3,C,Pass
4.0,73.0,71.1,66.7,4,1,1,57.08,C,Pass
3.1,98.1,87.9,78.1,2,6,5,68.9,B,Pass
4.7,79.2,48.7,26.6,5,10,6,63.89,B,Pass
5.7,98.2,36.4,61.6,1,9,8,68.96,B,Pass
5.6,65.7,45.7,66.0,5,4,3,62.29,B,Pass
3.3,51.1,90.1,63.5,5,3,5,63.36,B,Pass
1.6,57.7,53.0,97.9,9,10,10,69.1,B,Pass
5.9,53.6,42.4,68.9,3,4,6,62.9,B,Pass
5.2,86.9,65.3,79.5,1,9,4,71.74,B+,Pass
1.6,59.5,73.3,63.1,4,10,2,56.14,C,Pass
5.6,87.9,62.4,82.5,1,9,7,76.16,B+,Pass
5.3,76.9,52.7,98.1,5,7,3,71.78,B+,Pass
3.6,60.8,64.5,76.4,5,6,2,61.07,B,Pass
4.0,80.7,93.2,43.3,8,8,2,71.87,B+,Pass
3.0,50.6,75.3,88.6,7,10,4,70.18,B+,Pass
1.3,66.7,60.2,40.1,7,9,7,55.94,C,Pass
2.7,89.2,87.0,84.5,5,7,10,76.14,B+,Pass
5.0,87.5,30.1,94.9,9,10,2,71.51,B+,Pass
1.0,89.5,43.8,50.4,6,8,5,50.46,C,Pass
2.7,79.4,67.6,94.3,6,6,7,68.78,B,Pass
3.0,78.7,75.9,44.9,2,9,5,61.58,B,Pass
3.7,70.4,64.5,70.2,5,2,3,58.5,C,Pass
5.6,97.4,75.5,96.8,4,6,10,85.54,A,Pass
2.7,97.5,72.8,94.7,6,6,10,74.96,B+,Pass
2.7,50.4,69.5,23.6,8,10,9,63.76,B,Pass
4.7,98.1,40.1,89.7,5,1,8,66.09,B,Pass
3.3,93.5,61.0,27.3,4,9,4,58.9,C,Pass
2.1,80.3,60.8,24.7,10,6,4,55.34,C,Pass
3.3,66.2,46.0,87.6,7,1,1,53.46,C,Pass
1.7,71.0,92.6,34.3,7,7,8,64.19,B,Pass
1.9,92.4,91.6,56.3,7,10,7,72.18,B+,Pass
3.5,57.4,51.2,79.8,3,5,9,61.51,B,Pass
3.1,81.0,45.2,69.8,2,9,9,62.27,B,Pass
5.6,61.5,57.4,25.3,1,4,1,52.7,C,Pass
2.8,68.9,32.4,77.5,8,1,6,52.82,C,Pass
3.9,50.2,92.8,67.7,4,1,5,63.98,B,Pass
4.2,98.5,43.4,70.6,2,3,7,60.09,B,Pass
1.1,55.4,45.7,81.9,3,5,3,44.65,F,Fail
4.3,88.2,61.4,48.7,4,4,10,66.68,B,Pass
1.9,78.1,70.4,80.9,5,3,6,59.14,C,Pass
5.8,91.4,60.7,36.8,2,2,10,67.04,B,Pass
1.7,75.8,65.2,77.1,7,4,10,63.24,B,Pass
3.1,99.2,91.2,74.0,2,2,5,65.22,B,Pass
1.4,80.4,87.1,68.7,9,5,7,66.72,B,Pass
6.0,80.8,30.8,74.7,8,7,5,70.98,B+,Pass
3.5,96.0,63.8,49.9,10,10,5,72.04,B+,Pass
4.0,62.9,81.6,38.8,4,9,7,68.51,B,Pass
1.3,68.1,78.8,25.1,3,9,5,52.48,C,Pass
4.7,83.2,55.0,87.4,6,5,10,74.98,B+,Pass
2.0,57.1,77.9,81.6,7,2,2,56.42,C,Pass
5.5,90.5,74.3,62.9,9,2,8,78.06,B+,Pass
2.0,79.6,48.2,82.1,9,6,10,65.32,B,Pass
2.0,87.7,44.7,81.1,3,2,1,46.11,F,Fail
1.2,99.5,35.0,77.6,9,4,6,54.14,C,Pass
3.4,98.8,60.5,95.6,1,7,4,64.94,B,Pass
3.8,72.4,66.2,94.2,2,3,8,66.12,B,Pass
1.3,64.1,32.8,54.5,5,4,2,38.98,F,Fail
4.9,81.7,58.1,44.4,1,9,6,64.96,B,Pass
3.3,85.6,36.4,95.0,9,5,5,64.11,B,Pass
3.6,64.7,35.3,94.1,10,5,1,59.81,C,Pass
